X,Y,OBJECTID,ID_MP,MP_INT_RTE_NAME,ROUTEID,COUNTY,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,MUN_SORT,ROAD_NAME,SPEED_LIMIT,ROUTEID_RH,COUNTY_NAME
-77.334844933733621,39.707772247130471,632,5.81,SPEED LIMIT 40 MPH,10000MD00140  01NN**************,10,MD,140,  ,0,WAYNESBORO RD,40,10000MD00140--1-----,FREDERICK
-77.381863685460758,39.402990297825554,633,3.157,SPEED LIMIT 40 MPH,10000MD00144FA01WW**************,10,MD,144,FA,0,E PATRICK ST,40,10000MD00144FA1-----,FREDERICK
-77.395489294859374,39.411189451011182,634,4.124,SPEED LIMIT 30 MPH,10000MD00144FA01WW**************,10,MD,144,FA,0,E PATRICK ST,30,10000MD00144FA1-----,FREDERICK
-77.520828907900807,39.364494850407702,635,9.09,SPEED LIMIT 50 MPH,10000MD00180  01EE**************,10,MD,180,  ,0,JEFFERSON PIKE,50,10000MD00180--1-----,FREDERICK
-77.317248660286438,39.519473437113078,636,5.45,SPEED LIMIT 50 MPH,10000MD00194  01NN**************,10,MD,194,  ,0,WOODSBORO PIKE,50,10000MD00194--1-----,FREDERICK
-77.314540808338393,39.292197544431211,637,0.455,SPEED LIMIT 40 MPH,10000MD00355  01NN**************,10,MD,355,  ,0,WORTHINGTON BLVD,40,10000MD00355--1-----,FREDERICK
-77.407739791967131,39.396938937156939,638,0.24,SPEED LIMIT 40 MPH,10000MD00355  09SS**************,10,MD,355,  ,0,WORTHINGTON BLVD (SB/L),40,10000MD00355--2-----,FREDERICK
-77.402593512587671,39.385394468591024,639,1.08,SPEED LIMIT 45 MPH,10000MD00355  09SS**************,10,MD,355,  ,0,WORTHINGTON BLVD (SB/L),45,10000MD00355--2-----,FREDERICK
-77.425549946198601,39.606077764398599,640,27.17,SPEED LIMIT 55 MPH,10000US00015  01NN**************,10,US,15,  ,0,FREDERICK FREEWAY,55,10000US00015--1-----,FREDERICK
-77.459364100154744,39.419118106245953,641,11.828,SPEED LIMIT 45 MPH,10000US00040  01EE**************,10,US,40,  ,0,BALTO NATIONAL PIKE,45,10000US00040--1-----,FREDERICK
-77.583512798657708,39.460342657698263,642,2.708,SPEED LIMIT 40 MPH,10000US00040AL01EE**************,10,US,40,AL,0,OLD NATIONAL PIKE,40,10000US00040AL1-----,FREDERICK
-77.605800945884397,39.475099315934834,643,1.14,SPEED LIMIT 50 MPH,10000US00040AL01EE**************,10,US,40,AL,0,OLD NATIONAL PIKE,50,10000US00040AL1-----,FREDERICK
-77.417933881896147,39.419253819206354,644,0.036,SPEED LIMIT 25 MPH,10057MU00390  01SS**************,10,MU,390,  ,57,COLLEGE AVE,25,10057MU00390--1-----,FREDERICK
-77.446397004368421,39.454733736376085,645,1.195,SPEED LIMIT 25 MPH,10057MU00484  01SS**************,10,MU,484,  ,57,CHRISTOPHERS CROSSING,25,10057MU00484--1-----,FREDERICK
-77.405473196079896,39.431423141389594,646,1.245,SPEED LIMIT 25 MPH,10057MU01049  01NN**************,10,MU,1049,  ,57,N MARKET ST,25,10057MU01049--1-----,FREDERICK
-77.410455601191956,39.439535724713537,647,5.242,SPEED LIMIT 25 MPH,10057MU01118  01SS**************,10,MU,1118,  ,57,OPOSSUMTOWN PIKE,25,10057MU01118--1-----,FREDERICK
-77.407723786683704,39.463952161839167,648,0.057,SPEED LIMIT 25 MPH,10057MU01661  01WW**************,10,MU,1661,  ,57,FIELDSTONE CT,25,10057MU01661--1-----,FREDERICK
-77.410656124926305,39.41910085836107,649,0.558,SPEED LIMIT 25 MPH,10057MU09041  01WW**************,10,MU,9041,  ,57,W 4TH ST,25,10057MU09041--1-----,FREDERICK
-77.533894545280532,39.44120362069927,650,0.038,SPEED LIMIT 25 MPH,10099MU00055  01WW**************,10,MU,55,  ,99,E GREEN ST,25,10099MU00055--1-----,FREDERICK
-77.34923598680605,39.49035750869735,651,0.02,SPEED LIMIT 25 MPH,10152MU00184  01EE**************,10,MU,184,  ,152,BEDROCK DR,25,10152MU00184--1-----,FREDERICK
-79.243377196916043,39.472189816609635,652,0.067,SPEED LIMIT 35 MPH,11000CO00259  01EE**************,11,CO,259,  ,0,SPRING LICK RD,35,11000CO00259--1-----,GARRETT
-78.967464066330152,39.68676502982985,653,0.556,SPEED LIMIT 45 MPH,11000MD00546  01NN**************,11,MD,546,  ,0,FINZEL RD,45,11000MD00546--1-----,GARRETT
-79.297711580382014,39.721063071591196,654,0.1,SPEED LIMIT 55 MPH,11000US00040  01EE**************,11,US,40,  ,0,NATIONAL PIKE,55,11000US00040--1-----,GARRETT
-79.354472185869653,39.291868688067204,655,8.26,SPEED LIMIT 40 MPH,11000US00050  01EE**************,11,US,50,  ,0,GEORGE WASHINGTON HWY,40,11000US00050--1-----,GARRETT
-79.401127854728628,39.417831070871173,656,12.3,SPEED LIMIT 40 MPH,11000US00219  01NN**************,11,US,219,  ,0,OAK ST,40,11000US00219--1-----,GARRETT
-76.327461110821133,39.58730037357072,657,0.085,SPEED LIMIT 25 MPH,12000CO00204  01EE**************,12,CO,204,  ,0,RUFFS MILL RD,25,12000CO00204--1-----,HARFORD
-76.403977486698366,39.579584856156778,658,0.06,SPEED LIMIT 30 MPH,12000CO00225  01SS**************,12,CO,225,  ,0,GRAFTON SHOP RD,30,12000CO00225--1-----,HARFORD
-76.326526892570058,39.47834164344826,659,2.561,SPEED LIMIT 35 MPH,12000CO00246  01EE**************,12,CO,246,  ,0,SINGER RD,35,12000CO00246--1-----,HARFORD
-76.363065123844891,39.551389155926358,660,0.04,SPEED LIMIT 25 MPH,12000CO00267  01EE**************,12,CO,267,  ,0,NORTH AVE,25,12000CO00267--1-----,HARFORD
-76.700274977505728,39.218462929906437,661,0.32,SPEED LIMIT 55 MPH,03000IS00895  01NN**************,3,IS,895,  ,0,HARBOR TUNNEL THRUWAY,55,03000IS00895--1-----,BALTIMORE
-76.672572712807735,39.427949677803944,662,4.28,SPEED LIMIT 40 MPH,03000MD00025  01NN**************,3,MD,25,  ,0,FALLS RD,40,03000MD00025--1-----,BALTIMORE
-76.667265978148862,39.416042092161419,663,0.37,SPEED LIMIT 40 MPH,03000MD00025A 01NN**************,3,MD,25,A ,0,JONES FALLS EXPWY,40,03000MD00025A-1-----,BALTIMORE
-76.604049654126442,39.403569000173235,664,2.315,SPEED LIMIT 40 MPH,03000MD00045  01NN**************,3,MD,45,  ,0,YORK RD,40,03000MD00045--1-----,BALTIMORE
-76.663353517744184,39.583561405721674,665,15.715,SPEED LIMIT 35 MPH,03000MD00045  01NN**************,3,MD,45,  ,0,YORK RD,35,03000MD00045--1-----,BALTIMORE
-76.854354419279787,39.532381679382524,666,0.137,SPEED LIMIT 45 MPH,03000MD00091  01NN**************,3,MD,91,  ,0,EMORY RD,45,03000MD00091--1-----,BALTIMORE
-76.845524785825702,39.343924703470826,667,1.7,SPEED LIMIT 40 MPH,03000MD00125  01EE**************,3,MD,125,  ,0,OLD COURT RD,40,03000MD00125--1-----,BALTIMORE
-76.82768376278608,39.475005075154165,668,0.08,SPEED LIMIT 30 MPH,03000MD00128  01EE**************,3,MD,128,  ,0,BUTLER RD,30,03000MD00128--1-----,BALTIMORE
-76.812133215548897,39.477664979401467,669,0.96,SPEED LIMIT 40 MPH,03000MD00128  01EE**************,3,MD,128,  ,0,BUTLER RD,40,03000MD00128--1-----,BALTIMORE
-76.583142684615396,39.584234067034501,670,5.103,SPEED LIMIT 40 MPH,03000MD00138  01EE**************,3,MD,138,  ,0,SHEPPERD RD,40,03000MD00138--1-----,BALTIMORE
-76.626357120521618,39.373378011529262,671,0.092,SPEED LIMIT 40 MPH,03000MD00139  01NN**************,3,MD,139,  ,0,CHARLES ST,40,03000MD00139--1-----,BALTIMORE
-76.844176186412156,39.477054174701735,672,10.839,SPEED LIMIT 50 MPH,03000MD00140  01NN**************,3,MD,140,  ,0,REISTERSTOWN RD,50,03000MD00140--1-----,BALTIMORE
-76.534404614028318,39.512491982706294,673,7.08,SPEED LIMIT 40 MPH,03000MD00145  01EE**************,3,MD,145,  ,0,PAPER MILL RD,40,03000MD00145--1-----,BALTIMORE
-76.461074323511994,39.315302613196032,674,4.193,SPEED LIMIT 35 MPH,03000MD00150  01EE**************,3,MD,150,  ,0,EASTERN BLVD,35,03000MD00150--1-----,BALTIMORE
-76.52634346235034,39.295918892649034,675,0.25,SPEED LIMIT 50 MPH,03000MD00151  09SS**************,3,MD,151,  ,0,NORTH POINT BLVD (SB/L),50,03000MD00151--2-----,BALTIMORE
-76.500108333360899,39.253828705864763,676,2.75,SPEED LIMIT 50 MPH,03000MD00157  09SS**************,3,MD,157,  ,0,MERRITT BLVD (SB/L),50,03000MD00157--2-----,BALTIMORE
-76.59155835552194,39.669201915272538,677,4.24,SPEED LIMIT 50 MPH,03000MD00439  01EE**************,3,MD,439,  ,0,OLD YORK RD,50,03000MD00439--1-----,BALTIMORE
-76.579550328082419,39.380101197741318,678,0.6,SPEED LIMIT 40 MPH,03000MD00542  01NN**************,3,MD,542,  ,0,LOCH RAVEN BLVD,40,03000MD00542--1-----,BALTIMORE
-76.487255278699919,39.320637984184579,679,1.99,SPEED LIMIT 55 MPH,03000MD00695  01NN**************,3,MD,695,  ,0,BALTIMORE BELTWAY (INNER LOOP),55,03000MD00695--1-----,BALTIMORE
-76.492424872055921,39.237623509567634,680,1.76,SPEED LIMIT 55 MPH,03000MD00695  09SS**************,3,MD,695,  ,0,BALTIMORE BELTWAY (OUTER LOOP),55,03000MD00695--2-----,BALTIMORE
-76.453872272062725,39.313184281457723,681,2.124,SPEED LIMIT 45 MPH,03000MD00702  01EE**************,3,MD,702,  ,0,SOUTHEAST BLVD,45,03000MD00702--1-----,BALTIMORE
-76.652603817116983,39.475348842000841,682,0.09,SPEED LIMIT 45 MPH,03000MD00943  09WW**************,3,MD,943,  ,0,WARREN RD W (WB/L),45,03000MD00943--2-----,BALTIMORE
-76.604593125890176,39.394278110567164,683,0.023,SPEED LIMIT 15 MPH,03000SR00025  03NN**************,3,SR,25,  ,0,NEWELL AVE,15,03000SR00025--1-----,BALTIMORE
-76.609309899172729,39.395475840388087,684,0.175,SPEED LIMIT 15 MPH,03000SR00109  03NN**************,3,SR,109,  ,0,UNIVERSITY AVE,15,03000SR00109--1-----,BALTIMORE
-76.688381572401511,39.260809909298487,685,3.29,SPEED LIMIT 45 MPH,03000US00001  01NN**************,3,US,1,  ,0,WASHINGTON BLVD,45,03000US00001--1-----,BALTIMORE
-76.442684590632226,39.428577011331072,686,22.61,SPEED LIMIT 50 MPH,03000US00001  01NN**************,3,US,1,  ,0,WASHINGTON BLVD,50,03000US00001--1-----,BALTIMORE
-76.428777473478092,39.379238955264732,687,4.16,SPEED LIMIT 55 MPH,03000US00040  09WW**************,3,US,40,  ,0,BALTO NATIONAL PIKE (WB/L),55,03000US00040--2-----,BALTIMORE
-76.407635996067185,39.395538897631276,688,2.56,SPEED LIMIT 55 MPH,03000US00040  09WW**************,3,US,40,  ,0,BALTO NATIONAL PIKE (WB/L),55,03000US00040--2-----,BALTIMORE
-76.622256763102214,38.546215709189674,689,0.02,SPEED LIMIT 25 MPH,04000CO01828  01NN**************,4,CO,1828,  ,0,COLONY DR,25,04000CO01828--1-----,CALVERT
-76.605384323364873,38.719536166871869,690,0.13,SPEED LIMIT 50 MPH,04000MD00002  09SS**************,4,MD,2,  ,0,SOLOMONS ISLAND RD (SB/L),50,04000MD00002--2-----,CALVERT
-76.631296565501842,38.741864298398689,691,1.887,SPEED LIMIT 50 MPH,04000MD00260  01EE**************,4,MD,260,  ,0,CHESAPEAKE BEACH RD,50,04000MD00260--1-----,CALVERT
-76.603388757283696,38.71914595520979,692,4.057,SPEED LIMIT 40 MPH,04000MD00260  01EE**************,4,MD,260,  ,0,CHESAPEAKE BEACH RD,40,04000MD00260--1-----,CALVERT
-76.535880744567805,38.679794560677948,693,4.97,SPEED LIMIT 30 MPH,04000MD00261  01NN**************,4,MD,261,  ,0,BAYSIDE RD,30,04000MD00261--1-----,CALVERT
-76.681719073366381,38.655703702270849,694,0.01,SPEED LIMIT 35 MPH,04000MD00262  01EE**************,4,MD,262,  ,0,LOWER MARLBORO RD,35,04000MD00262--1-----,CALVERT
-76.517497811036435,38.557688043678169,695,4.244,SPEED LIMIT 25 MPH,04000MD00402  01EE**************,4,MD,402,  ,0,BRANCH ST,25,04000MD00402--1-----,CALVERT
-76.613250311555802,38.615690161626496,696,0.11,SPEED LIMIT 30 MPH,04000MD00524  01NN**************,4,MD,524,  ,0,OLD TOWN RD,30,04000MD00524--1-----,CALVERT
-77.812089334704339,39.583766963162248,697,8.63,SPEED LIMIT 50 MPH,21000MD00068  01EE**************,21,MD,68,  ,0,CLEARSPRING RD,50,21000MD00068--1-----,WASHINGTON
-77.820943105890109,39.593251604948584,698,7.81,SPEED LIMIT 25 MPH,21000MD00068  01EE**************,21,MD,68,  ,0,CLEARSPRING RD,25,21000MD00068--1-----,WASHINGTON
-78.243073462983332,39.69816550468564,699,0.34,SPEED LIMIT 40 MPH,21000MD00144WB01EE**************,21,MD,144,WB,0,MAIN ST,40,21000MD00144WB1-----,WASHINGTON
-77.739607878469656,39.61506338536644,700,6.022,SPEED LIMIT 35 MPH,21000MD00632  01NN**************,21,MD,632,  ,0,DOWNSVILLE PIKE,35,21000MD00632--1-----,WASHINGTON
-77.633991787197431,39.643017340990085,701,0.312,SPEED LIMIT 30 MPH,21000MD00804B 01EE**************,21,MD,804,B ,0,TRACK SIDE RD,30,21000MD00804B-1-----,WASHINGTON
-77.570348621481216,39.645904124182046,702,0.022,SPEED LIMIT 25 MPH,21000MD00844  01EE**************,21,MD,844,  ,0,CAVETOWN CHURCH RD,25,21000MD00844--1-----,WASHINGTON
-77.813074549415774,39.602331905024023,703,1.088,SPEED LIMIT 35 MPH,21000US00011  01NN**************,21,US,11,  ,0,MIDDLEBURG PIKE,35,21000US00011--1-----,WASHINGTON
-77.817875203786286,39.600677117089809,704,0.808,SPEED LIMIT 25 MPH,21000US00011  01NN**************,21,US,11,  ,0,MIDDLEBURG PIKE,25,21000US00011--1-----,WASHINGTON
-78.046069773479161,39.6538004952628,705,17.63,SPEED LIMIT 50 MPH,21000US00040  01EE**************,21,US,40,  ,0,WASHINGTON AVE,50,21000US00040--1-----,WASHINGTON
-77.678444159955674,39.593288662846959,706,40.26,SPEED LIMIT 50 MPH,21000US00040  01EE**************,21,US,40,  ,0,WASHINGTON AVE,50,21000US00040--1-----,WASHINGTON
-77.712904229550517,39.619745628130097,707,1.481,SPEED LIMIT 30 MPH,21000US00040AL01EE**************,21,US,40,AL,0,E BALTIMORE ST,30,21000US00040AL1-----,WASHINGTON
-77.682522311021245,39.330347927583297,708,1.95,SPEED LIMIT 65 MPH,21000US00340  01EE**************,21,US,340,  ,0,JEFFERSON PIKE,65,21000US00340--1-----,WASHINGTON
-78.185530230847135,39.700896398228245,709,0.13,SPEED LIMIT 25 MPH,21000US00522C 01WW**************,21,US,522,C ,0,VIRGINIA AVE,25,21000US00522C-1-----,WASHINGTON
-77.666496340301421,39.499982457416586,710,0.014,SPEED LIMIT 25 MPH,21012MU00185  01WW**************,21,MU,185,  ,12,CONESTOGA CT,25,21012MU00185--1-----,WASHINGTON
-75.582920643474637,38.35625931892028,711,0.312,SPEED LIMIT 30 MPH,22000CO00265  01EE**************,22,CO,265,  ,0,S SCHUMAKER DR,30,22000CO00265--1-----,WICOMICO
-75.699958065287802,38.445401952187105,712,0.08,SPEED LIMIT 25 MPH,22000CO01324  01WW**************,22,CO,1324,  ,0,BARBARO DR,25,22000CO01324--1-----,WICOMICO
-75.567248907217405,38.330124983594644,713,4.38,SPEED LIMIT 50 MPH,22000MD00012  01NN**************,22,MD,12,  ,0,SNOW HILL RD,50,22000MD00012--1-----,WICOMICO
-75.549825489393825,38.320756952600782,714,3.22,SPEED LIMIT 40 MPH,22000MD00012  01NN**************,22,MD,12,  ,0,SNOW HILL RD,40,22000MD00012--1-----,WICOMICO
-75.566122492614653,38.329145810412577,715,2.92,SPEED LIMIT 40 MPH,22000MD00012  09SS**************,22,MD,12,  ,0,SNOW HILL RD (SB/L),40,22000MD00012--2-----,WICOMICO
-75.54853966335402,38.320265960368658,716,4.07,SPEED LIMIT 50 MPH,22000MD00012  09SS**************,22,MD,12,  ,0,SNOW HILL RD (SB/L),50,22000MD00012--2-----,WICOMICO
-75.579382902714272,38.343298674413532,717,1.7,SPEED LIMIT 50 MPH,22000MD00012  09SS**************,22,MD,12,  ,0,SNOW HILL RD (SB/L),50,22000MD00012--2-----,WICOMICO
-75.705811109488394,38.46254095192527,718,2.431,SPEED LIMIT 50 MPH,22000MD00054  01EE**************,22,MD,54,  ,0,W STATE ST,50,22000MD00054--1-----,WICOMICO
-75.692159989732346,38.362698271998333,719,17.838,SPEED LIMIT 50 MPH,22000MD00349  01EE**************,22,MD,349,  ,0,NANTICOKE RD,50,22000MD00349--1-----,WICOMICO
-75.863833170806188,38.310545881085446,720,6.49,SPEED LIMIT 50 MPH,22000MD00349  01EE**************,22,MD,349,  ,0,NANTICOKE RD,50,22000MD00349--1-----,WICOMICO
-75.90632325018305,38.27151724257849,721,2.227,SPEED LIMIT 30 MPH,22000MD00349  01EE**************,22,MD,349,  ,0,NANTICOKE RD,30,22000MD00349--1-----,WICOMICO
-75.628350820741531,38.370973329245729,722,21.5,SPEED LIMIT 40 MPH,22000MD00349  01EE**************,22,MD,349,  ,0,NANTICOKE RD,40,22000MD00349--1-----,WICOMICO
-75.384731619766526,38.328290272461814,723,11.29,SPEED LIMIT 30 MPH,22000MD00350  01EE**************,22,MD,350,  ,0,MT HERMON RD,30,22000MD00350--1-----,WICOMICO
-75.564713300038576,38.365963514546451,724,1.02,SPEED LIMIT 40 MPH,22000MD00350  01EE**************,22,MD,350,  ,0,MT HERMON RD,40,22000MD00350--1-----,WICOMICO
-75.581528152376293,38.367852662581491,725,0.08,SPEED LIMIT 35 MPH,22000MD00350  01EE**************,22,MD,350,  ,0,MT HERMON RD,35,22000MD00350--1-----,WICOMICO
-75.414397234264641,38.398816623694856,726,4.73,SPEED LIMIT 40 MPH,22000MD00353  01NN**************,22,MD,353,  ,0,SIXTY FOOT RD,40,22000MD00353--1-----,WICOMICO
-75.373994428179671,38.321563745477228,727,2.31,SPEED LIMIT 40 MPH,22000MD00354  01NN**************,22,MD,354,  ,0,POWELLVILLE RD,40,22000MD00354--1-----,WICOMICO
-75.627655803189356,38.302773470438204,728,14.35,SPEED LIMIT 55 MPH,22000US00013  09SS**************,22,US,13,  ,0,N SALISBURY BLVD (SB/L),55,22000US00013--2-----,WICOMICO
-75.626921731380222,38.312035145684362,729,1.26,SPEED LIMIT 45 MPH,22000US00013BU01NN**************,22,US,13,BU,0,N FRUITLAND BLVD,45,22000US00013BU1-----,WICOMICO
-75.794975990941467,38.468871725904435,730,1.888,SPEED LIMIT 55 MPH,22000US00050  01EE**************,22,US,50,  ,0,OCEAN GATEWAY,55,22000US00050--1-----,WICOMICO
-75.635207416065128,38.404268587416638,731,18.37,SPEED LIMIT 55 MPH,22000US00050  09WW**************,22,US,50,  ,0,SALISBURY BYPASS (WB/L),55,22000US00050--2-----,WICOMICO
-75.618831794087271,38.380247333217774,732,1.743,SPEED LIMIT 40 MPH,22000US00050BU01EE**************,22,US,50,BU,0,W SALISBURY PKWY,40,22000US00050BU1-----,WICOMICO
-75.569389833287957,38.442181740174284,733,0.04,SPEED LIMIT 15 MPH,22043MU00067  01WW**************,22,MU,67,  ,43,EXECUTIVE CLUB DR,15,22043MU00067--1-----,WICOMICO
-75.612440601539305,38.37008836824981,734,0.1,SPEED LIMIT 25 MPH,22133MU01330  01EE**************,22,MU,1330,  ,133,W ISABELLA ST,25,22133MU01330--1-----,WICOMICO
-75.106711495173315,38.331105371794216,735,0.38,SPEED LIMIT 30 MPH,23000CO00186  01NN**************,23,CO,186,  ,0,GOLF COURSE RD,30,23000CO00186--1-----,WORCESTER
-75.410392352488572,38.052745088755735,736,3.23,SPEED LIMIT 25 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,25,23000MD00012--1-----,WORCESTER
-75.410516178962268,38.048922020901443,737,2.96,SPEED LIMIT 30 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,30,23000MD00012--1-----,WORCESTER
-75.388702244289249,38.166167280018691,738,11.78,SPEED LIMIT 25 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,25,23000MD00012--1-----,WORCESTER
-75.398654963189657,38.183726710082311,739,13.28,SPEED LIMIT 40 MPH,23000MD00012  01NN**************,23,MD,12,  ,0,SNOW HILL RD,40,23000MD00012--1-----,WORCESTER
-77.044029685035454,39.01562035672562,740,0.07,SPEED LIMIT 30 MPH,15000MD00192  09WW**************,15,MD,192,  ,0,METROPOLITAN AVE (WB/L),30,15000MD00192--2-----,MONTGOMERY
-76.996362000228544,39.003349480646371,741,5.89,SPEED LIMIT 40 MPH,15000MD00193  01EE**************,15,MD,193,  ,0,UNIVERSITY BLVD E,40,15000MD00193--1-----,MONTGOMERY
-77.148579297300685,39.085812068487691,742,9.5,SPEED LIMIT 35 MPH,15000MD00355  01NN**************,15,MD,355,  ,0,ROCKVILLE PIKE,35,15000MD00355--1-----,MONTGOMERY
-77.293282072935142,39.246921935114663,743,23.713,SPEED LIMIT 50 MPH,15000MD00355  01NN**************,15,MD,355,  ,0,ROCKVILLE PIKE,50,15000MD00355--1-----,MONTGOMERY
-77.121610296826404,38.963844971727035,744,1.56,SPEED LIMIT 30 MPH,15000MD00396  09WW**************,15,MD,396,  ,0,MASSACHUSETTS AVE (WB/L),30,15000MD00396--2-----,MONTGOMERY
-77.092249693604913,38.98389625415993,745,0.09,SPEED LIMIT 25 MPH,15000MD00410  01EE**************,15,MD,410,  ,0,PHILADELPHIA AVE,25,15000MD00410--1-----,MONTGOMERY
-76.978226628914726,39.023326533102185,746,3.55,SPEED LIMIT 40 MPH,15000MD00650  01NN**************,15,MD,650,  ,0,NEW HAMPSHIRE AVE,40,15000MD00650--1-----,MONTGOMERY
-77.087485408426986,39.103926837143767,747,0.025,SPEED LIMIT 25 MPH,15000MD00655  01NN**************,15,MD,655,  ,0,OLD MD 28,25,15000MD00655--1-----,MONTGOMERY
-77.119658322392723,39.051752103779975,748,0.352,SPEED LIMIT 40 MPH,15000OP06197  09WW**************,15,OP,6197,  ,0,MONTROSE PKWY (WB/L),40,15000OP06197--2-----,MONTGOMERY
-77.177028113203747,38.974274504488655,749,0.068,SPEED LIMIT 35 MPH,15000RP00495  02NNIS41        01,15,RP,495,  ,0,RAMP 1 FR RAMP 4 TO CLARA BARTON PKWY,35,15000RP00495--104101,MONTGOMERY
-76.99972793459753,39.036724887038801,750,4.13,SPEED LIMIT 45 MPH,15000US00029  01NN**************,15,US,29,  ,0,GEORGIA AVE,45,15000US00029--1-----,MONTGOMERY
-77.025966054976863,38.999496403784605,751,1.077,SPEED LIMIT 35 MPH,15000US00029  01NN**************,15,US,29,  ,0,GEORGIA AVE,35,15000US00029--1-----,MONTGOMERY
-76.920560214396886,39.130049626285853,752,0.17,SPEED LIMIT 55 MPH,15000US00029  09SS**************,15,US,29,  ,0,GEORGIA AVE (SB/L),55,15000US00029--2-----,MONTGOMERY
-76.994583777038784,38.756617981723679,753,5.754,SPEED LIMIT 30 MPH,16000CO00118  01EE**************,16,CO,118,  ,0,OLD FORT RD,30,16000CO00118--1-----,PRINCE GEORGE'S
-77.018702461744127,38.660555600835387,754,0.228,SPEED LIMIT 30 MPH,16000CO00153  01EE**************,16,CO,153,  ,0,MANNING RD EAST,30,16000CO00153--1-----,PRINCE GEORGE'S
-77.015296779618737,38.672084652162404,755,0.21,SPEED LIMIT 30 MPH,16000CO00228  01WW**************,16,CO,228,  ,0,BRYAN POINT RD,30,16000CO00228--1-----,PRINCE GEORGE'S
-76.778553303591337,38.815916417743836,756,0.026,SPEED LIMIT 40 MPH,16000CO00974  01NN**************,16,CO,974,  ,0,RITCHIE MARLBORO RD,40,16000CO00974--1-----,PRINCE GEORGE'S
-76.98553271964694,38.793761421475992,757,1.211,SPEED LIMIT 30 MPH,16000CO01203  01NN**************,16,CO,1203,  ,0,LIVINGSTON RD,30,16000CO01203--1-----,PRINCE GEORGE'S
-76.780535667132781,38.794090661122894,758,0.178,SPEED LIMIT 40 MPH,16000CO01212  01NN**************,16,CO,1212,  ,0,OLD CRAIN HWY,40,16000CO01212--1-----,PRINCE GEORGE'S
-76.915801540994551,39.028621406578331,759,0.038,SPEED LIMIT 35 MPH,16000CO01291  01SS**************,16,CO,1291,  ,0,RHODE ISLAND AVE,35,16000CO01291--1-----,PRINCE GEORGE'S
-76.899207276263056,38.782129283075662,760,0.405,SPEED LIMIT 25 MPH,16000CO02525  01WW**************,16,CO,2525,  ,0,COVENTRY WAY,25,16000CO02525--1-----,PRINCE GEORGE'S
-76.810530890576629,39.007437781736932,761,0.912,SPEED LIMIT 30 MPH,16000CO03641  01NN**************,16,CO,3641,  ,0,SPRINGFIELD RD,30,16000CO03641--1-----,PRINCE GEORGE'S
-76.908675859819141,39.0416934207297,762,0.137,SPEED LIMIT 30 MPH,16000CO06699  01SS**************,16,CO,6699,  ,0,RHODE ISLAND AVE,30,16000CO06699--1-----,PRINCE GEORGE'S
-77.004909426139477,38.800947362752012,763,0.148,SPEED LIMIT 15 MPH,16000GV00131  01WW**************,16,GV,131,  ,0,ENT TO CHILDRENS FARM,15,16000GV00131--1-----,PRINCE GEORGE'S
-76.825965650363571,38.946900835475468,764,2.038,SPEED LIMIT 65 MPH,16000IS00595  01EE**************,16,IS,595,  ,0,JOHN HANSON HWY,65,16000IS00595--1-----,PRINCE GEORGE'S
-76.950360750460788,38.844661190505988,765,14.45,SPEED LIMIT 30 MPH,16000MD00005  01NN**************,16,MD,5,  ,0,BRANCH AVE,30,16000MD00005--1-----,PRINCE GEORGE'S
-76.912808234093617,38.815755821719826,766,0.28,SPEED LIMIT 25 MPH,16000MD00005R 01EE**************,16,MD,5,R ,0,MANCHESTER DR,25,16000MD00005R-1-----,PRINCE GEORGE'S
-76.807938927588438,38.982158210118214,767,11.09,SPEED LIMIT 45 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,45,16000MD00193--1-----,PRINCE GEORGE'S
-76.934805605645963,39.001280908549298,768,3.89,SPEED LIMIT 40 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,40,16000MD00193--1-----,PRINCE GEORGE'S
-76.965066724125734,38.984697961353554,769,1.69,SPEED LIMIT 45 MPH,16000MD00193  01EE**************,16,MD,193,  ,0,UNIVERSITY BLVD,45,16000MD00193--1-----,PRINCE GEORGE'S
-76.878901460238438,38.997099021362402,770,0.22,SPEED LIMIT 30 MPH,16000MD00193A 01EE**************,16,MD,193,A ,0,SOUTHWAY,30,16000MD00193A-1-----,PRINCE GEORGE'S
-76.991658791506794,38.524956997023679,771,24.65,SPEED LIMIT 40 MPH,08000MD00006  01EE**************,8,MD,6,  ,0,CHARLES ST,40,08000MD00006--1-----,CHARLES
-77.166520238152714,38.493078944918388,772,13.51,SPEED LIMIT 35 MPH,08000MD00006  01EE**************,8,MD,6,  ,0,CHARLES ST,35,08000MD00006--1-----,CHARLES
-76.988096211430531,38.526790081393592,773,24.88,SPEED LIMIT 30 MPH,08000MD00006  01EE**************,8,MD,6,  ,0,CHARLES ST,30,08000MD00006--1-----,CHARLES
-76.999171288141838,38.539709377278037,774,9.78,SPEED LIMIT 40 MPH,08000MD00225  01EE**************,8,MD,225,  ,0,HAWTHORNE RD,40,08000MD00225--1-----,CHARLES
